Province/Territory,Program Stream,Employer,Address,Occupation,Incorporate Status,Requested LMIAs,Requested Positions,Year,Date
Alberta,   Low Wage,Delburne and District Golf and Recreation Society,"DELBURNE, AB T0M 0V0",8612-Landscaping and grounds maintenance labourers,,,1.0,2019,July 2019
Alberta,   Low Wage,Delta AJ Holdings Inc,"EDMONTON, AB T6T 0Z2",1411-General office support workers,,,1.0,2019,July 2019
Alberta,   Low Wage,Delta AJ Holdings Inc,"EDMONTON, AB T6T 0Z2",7511-Transport truck drivers,,,3.0,2019,July 2019
Alberta,   Low Wage,Double A  Smoothies Inc.,"GRANDE PRAIRIE, AB T8V 6J2",6311-Food service supervisors,,,1.0,2019,July 2019
Alberta,   Low Wage,Earls Restaurant (Calgary Trail) Ltd,"Edmonton, AB T6J 6Y8",6311-Food service supervisors,,,1.0,2019,July 2019
Alberta,   Low Wage,Eastbay Trading (Canada) Ltd.,"CALGARY, AB T2C 5P1","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",,,1.0,2019,July 2019
Alberta,   Low Wage,Edmonton Furnace & Carpet Care Ltd.,"EDMONTON, AB T6T 0R3",6315-Cleaning supervisors,,,1.0,2019,July 2019
Alberta,   Low Wage,Elbow Lodge Investments Ltd o/a Hoo Doo Motel,"Drumheller, AB T0J 0Y0","6313-Accommodation, travel, tourism and related services supervisors",,,1.0,2019,July 2019
Alberta,   Low Wage,Euro Maid Inc.,"CALGARY, AB T3M 1T3",6731-Light duty cleaners,,,1.0,2019,July 2019
Alberta,   Low Wage,Fairdeal Services Inc.,"EDMONTON, AB T6L 6V1",6315-Cleaning supervisors,,,1.0,2019,July 2019
Alberta,   Low Wage,Frontier Lube Inc,"CALGARY, AB T3J 3E3",7612-Other trades helpers and labourers,,,1.0,2019,July 2019
Alberta,   Low Wage,Global Plumbing Ltd.,"CALGARY, AB T3N 0V5",7611-Construction trades helpers and labourers,,,2.0,2019,July 2019
Alberta,   Low Wage,Harry's Hair Care and Style Inc.,"CALGARY, AB T3J 0H9",3236-Massage therapists,,,1.0,2019,July 2019
Alberta,   Low Wage,Iclick Corporation o/a Pizza Box,"CALGARY, AB T3K 4R2",6311-Food service supervisors,,,1.0,2019,July 2019
Alberta,   Low Wage,J S Trucking Ltd.,"Edmonton, AB T6V 1W4",7511-Transport truck drivers,,,4.0,2019,July 2019
Alberta,   Low Wage,Jassal Tailors & Boutique Ltd,"EDMONTON, AB T6L 6B8","6342-Tailors, dressmakers, furriers and milliners",,,1.0,2019,July 2019
Alberta,   Low Wage,Kensington Auto Repair Ltd.,"EDMONTON, AB T5E 5M8",7612-Other trades helpers and labourers,,,1.0,2019,July 2019
Alberta,   Low Wage,Larobo Inc.,"EDMONTON, AB T6E 6C9","6562-Estheticians, electrologists and related occupations",,,2.0,2019,July 2019
Alberta,   Low Wage,Limitless Consulting Inc,"EDMONTON, AB T5E 0Y2",1221-Administrative officers,,,1.0,2019,July 2019
Alberta,   Low Wage,Lion Flooring Ltd,"Edmonton, AB T5Z 0C7",7283-Tilesetters,,,3.0,2019,July 2019
Alberta,   Low Wage,Maruti9 Corporation o/a Papa John's Pizza,"Edmonton, AB T6W 2R6",6311-Food service supervisors,,,1.0,2019,July 2019
Alberta,   Low Wage,Meat Chop Inc,"RED DEER COUNTY, AB T4E 1V1","9462-Industrial butchers and meat cutters, poultry preparers and related workers",,,1.0,2019,July 2019
Alberta,   Low Wage,Mercan Recruit Ltd.,"EDMONTON, AB T5J 1W8",1241-Administrative assistants,,,1.0,2019,July 2019
Alberta,   Low Wage,Mike's Barber Shop Ltd.,"ST. ALBERT, AB T8N 5C9",6341-Hairstylists and barbers,,,1.0,2019,July 2019
Alberta,   Low Wage,Mount Robson Motor Inn Ltd,"JASPER, AB T0E 1E0","6313-Accommodation, travel, tourism and related services supervisors",,,1.0,2019,July 2019
Alberta,   Low Wage,New Millenium Tire Sales & Truck Repairs Ltd.,"CALGARY, AB T2A 6K8",7535-Other automotive mechanical installers and servicers,,,1.0,2019,July 2019
Alberta,   Low Wage,New Touch Painting LTD,"Edmonton, AB T6T 1N3",7294-Painters and decorators (except interior decorators),,,1.0,2019,July 2019
Alberta,   Low Wage,Newman Solutions Professional Corporation,"VAUXHALL, AB T0K 2K0",1311-Accounting technicians and bookkeepers,,,1.0,2019,July 2019
Alberta,   Low Wage,Northwest Testing Inc,"Lethbridge, AB T1J 4P4",7294-Painters and decorators (except interior decorators),,,1.0,2019,July 2019
Alberta,   Low Wage,Organic Nails & Spa Inc,"EDMONTON, AB T6C 0Z2",6211-Retail sales supervisors,,,1.0,2019,July 2019
Alberta,   Low Wage,Payless Holidays & Tours Inc o/a Travel World,"Calgary, AB T3J 3Z5","6313-Accommodation, travel, tourism and related services supervisors",,,1.0,2019,July 2019
Alberta,   Low Wage,Peace River Domino's Ltd,"Stony Plain, AB T7Z 0E8",6311-Food service supervisors,,,1.0,2019,July 2019
Alberta,   Low Wage,PEST FORCE INC.,"EDMONTON, AB T6B 2P8",6211-Retail sales supervisors,,,1.0,2019,July 2019
Alberta,   Low Wage,Pho Hoan Pasteur Royal Oak Ltd. o/a Pho Hoan Pasteur,"CALGARY, AB T3G 0R5",6511-Maîtres d'hôtel and hosts/hostesses,,,1.0,2019,July 2019
Alberta,   Low Wage,PK 12th St Inc,"Calgary, AB T2T 0C3","6711-Food counter attendants, kitchen helpers and related support occupations",,,1.0,2019,July 2019
Alberta,   Low Wage,R.E.D. Holdings Inc. o/a McDonald's Restaurants,"GRANDE PRAIRIE, AB T8V 4H5",6311-Food service supervisors,,,1.0,2019,July 2019
Alberta,   Low Wage,Red Deer Liquors Inc.,"RED DEER, AB T4N 4C9",6211-Retail sales supervisors,,,1.0,2019,July 2019
Alberta,   Low Wage,Rogers Roast Ltd,"EDMONTON, AB T6X 0L3",6311-Food service supervisors,,,1.0,2019,July 2019
Alberta,   Low Wage,Roshan Catering Ltd.,"Calgary, AB T1Y 3T5",6322-Cooks,,,2.0,2019,July 2019
Alberta,   Low Wage,Sagada Construction Ltd.,"Edmonton, AB T6M 1E3",7611-Construction trades helpers and labourers,,,3.0,2019,July 2019
Alberta,   Low Wage,Saini Brothers Enterprises Ltd.,"CALGARY, AB T3N 0J3",6311-Food service supervisors,,,1.0,2019,July 2019
Alberta,   Low Wage,Salma 786 Foods Ltd. o/a Mary Brown's Kitchen,"AIRDRIE, AB T4A 0K9","6711-Food counter attendants, kitchen helpers and related support occupations",,,1.0,2019,July 2019
Alberta,   Low Wage,Seed N Salt Inc.,"Calgary, AB T3H 0L2",6322-Cooks,,,1.0,2019,July 2019
Alberta,   Low Wage,Sher Construction Ltd.,"EDMONTON, AB T5T 5W2",7611-Construction trades helpers and labourers,,,2.0,2019,July 2019
Alberta,   Low Wage,Skyline Furniture Ltd,"Calgary, AB T2B 1N5",6345-Upholsterers,,,2.0,2019,July 2019
Alberta,   Low Wage,Solid Industries & Machine Shop Ltd.,"Calgary, AB T2C 2Z1",9417-Machining tool operators,,,1.0,2019,July 2019
Alberta,   Low Wage,Star Alberta Transport Corporation,"ROCKY VIEW, AB T1X 0H2",1221-Administrative officers,,,1.0,2019,July 2019
Alberta,   Low Wage,Sum Canada Enterprises Ltd,"CALGARY, AB T2C 1N6",9446-Industrial sewing machine operators,,,1.0,2019,July 2019
Alberta,   Low Wage,Sunshine Junk Removal Ltd.,"EDMONTON, AB T5T 0J4",7621-Public works and maintenance labourers,,,1.0,2019,July 2019
Alberta,   Low Wage,Sushi Ichiban (Westbrook) Group Ltd,"Calgary, AB T3H 5T2",6311-Food service supervisors,,,1.0,2019,July 2019
Alberta,   Low Wage,Sylvan Drycleaners Ltd,"SYLVAN LAKE, AB T4S 2J3","6741-Dry cleaning, laundry and related occupations",,,1.0,2019,July 2019
Alberta,   Low Wage,Tara Oilfield Services Ltd,"Didsbury, AB T0M 0W0",9612-Labourers in metal fabrication,,,1.0,2019,July 2019
Alberta,   Low Wage,Thai Tai Toasted Asian Sub & Grill Ltd,"Calgary, AB T2S 0B3",6311-Food service supervisors,,,1.0,2019,July 2019
Alberta,   Low Wage,The Bavarian Inn Ltd. o/a The Bavarian Inn Restaurant,"BRAGG CREEK, AB T0L 0K0",6321-Chefs,,,1.0,2019,July 2019
Alberta,   Low Wage,Top Kitchen Designs Ltd,"CALGARY, AB T2K 5X2",1241-Administrative assistants,,,1.0,2019,July 2019
Alberta,   Low Wage,Trademark Construction & Flooring Inc,"Edmonton, AB T6N 1H9",7295-Floor covering installers,,,2.0,2019,July 2019
Alberta,   Low Wage,Trueblue Janitorial Services Ltd.,"Fort McMurray, AB T9H 3R5",6731-Light duty cleaners,,,1.0,2019,July 2019
Alberta,   Low Wage,VALLEON Inc,"WHITECOURT, AB T7S 1R9",6311-Food service supervisors,,,1.0,2019,July 2019
Alberta,   Low Wage,Vianney Mobile Ltd,"GRANDE PRAIRIE, AB T8V 0V3",1311-Accounting technicians and bookkeepers,,,1.0,2019,July 2019
Alberta,   Low Wage,Waymarker Hospitality (Silver Creek) Inc.,"CANMORE, AB T1W 2W1",6315-Cleaning supervisors,,,1.0,2019,July 2019
Alberta,   Low Wage,Wes Nails & Spa Ltd.,"SYLVAN LAKE, AB T4S 1M5","6562-Estheticians, electrologists and related occupations",,,3.0,2019,July 2019
Alberta,   Low Wage,Wholesale Warehouse Ltd,"BRAGG CREEK, AB T0L 0K0",6211-Retail sales supervisors,,,1.0,2019,July 2019
Alberta,   Low Wage,Ya Ji Oriental Medicine Ltd,"EDMONTON, AB T6H 5B4",3236-Massage therapists,,,1.0,2019,July 2019
Alberta,   Low Wage,Zainul & Shazma Holdings (1997) Ltd,"Edmonton, AB T5J 1V9",6731-Light duty cleaners,,,4.0,2019,July 2019
Alberta,   Low Wage,(blank),"Edmonton, AB T6E 5X4",6311-Food service supervisors,,,1.0,2019,July 2019
Alberta,   Low Wage,(blank),"Edmonton, AB T6J 7C2",6311-Food service supervisors,,,2.0,2019,July 2019
Alberta,  Primary Agriculture,Attache Stables Ltd.,"Foothills (Calgary), AB T1S 3E7","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",,,1.0,2019,July 2019
British Columbia,    High Wage,0749491 B.C. LTD. o/a Gourmet Coffee and Donuts,"LANGLEY, BC V1M 2C9",0631-Restaurant and food service managers,,,1.0,2019,July 2019
British Columbia,    High Wage,0814152 BC Ltd  o/a  Abby Electric Ltd,"ABBOTSFORD, BC V4X 1C8",7611-Construction trades helpers and labourers,,,1.0,2019,July 2019
British Columbia,    High Wage,1079799 B.C. Ltd,"Vancouver, BC V6Z 0B3",0621-Retail and wholesale trade managers,,,1.0,2019,July 2019
British Columbia,    High Wage,1105541 BC Ltd,"Campbell River, BC V9W 2R1",6322-Cooks,,,2.0,2019,July 2019
British Columbia,    High Wage,1106196 B.C. Ltd.,"COQUITLAM, BC V3B 7W4",1311-Accounting technicians and bookkeepers,,,1.0,2019,July 2019
British Columbia,    High Wage,1159448 BC Ltd,"RICHMOND, BC V7E 3A5",6322-Cooks,,,1.0,2019,July 2019
British Columbia,    High Wage,1208811 B.C. Ltd.,"SURREY, BC V3W 2N8","0013-Senior managers - financial, communications and other business services",,,1.0,2019,July 2019
British Columbia,    High Wage,1208950 B.C. Ltd.,"SURREY, BC V3W 2N8",0213-Computer and information systems managers,,,1.0,2019,July 2019
British Columbia,    High Wage,1209401 BC Ltd,"SURREY, BC V3W 2N8",0111-Financial managers,,,1.0,2019,July 2019
British Columbia,    High Wage,A & I Drywall Ltd,"Surrey, BC V3S 3E8",1221-Administrative officers,,,1.0,2019,July 2019
British Columbia,    High Wage,A.S. Auto Repair Ltd.,"SURREY, BC V3W 3E8","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",,,2.0,2019,July 2019
British Columbia,    High Wage,Aecom Electric Ltd,"SURREY, BC V3X 2L7",7241-Electricians (except industrial and power system),,,1.0,2019,July 2019
British Columbia,    High Wage,Ahm Alliance Trading Company Corp,"DELTA, BC V4C 6R5","0015-Senior managers - trade, broadcasting and other services, n.e.c.",,,1.0,2019,July 2019
British Columbia,    High Wage,All Season Plaster & Stucco Ltd.,"SURREY, BC V3S 1W1","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",,,1.0,2019,July 2019
British Columbia,    High Wage,All Season Plaster & Stucco Ltd.,"SURREY, BC V3S 1W1","7284-Plasterers, drywall installers and finishers and lathers",,,1.0,2019,July 2019
British Columbia,    High Wage,Amra Services Ltd.,"RICHMOND, BC V7A 1L9","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",,,1.0,2019,July 2019
British Columbia,    High Wage,AnAr Persian Cuisine Inc.,"RICHMOND, BC V7E 3K1",0631-Restaurant and food service managers,,,1.0,2019,July 2019
British Columbia,    High Wage,Applause Restaurant Ltd,"BURNABY, BC V3N 5C6",0631-Restaurant and food service managers,,,1.0,2019,July 2019
British Columbia,    High Wage,Atomy Canada Inc.,"BURNABY, BC V5A 4W2","1123-Professional occupations in advertising, marketing and public relations",,,1.0,2019,July 2019
British Columbia,    High Wage,A-Z Foam (2012) Ltd.,"Delta, BC V3M 5P6","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",,,1.0,2019,July 2019
British Columbia,    High Wage,Best Canadian Drywall Corp.,"DELTA, BC V4C 1L5","7284-Plasterers, drywall installers and finishers and lathers",,,3.0,2019,July 2019
British Columbia,    High Wage,Big White Ski Resort Ltd,"Kelowna, BC V1P 1P3",6321-Chefs,,,1.0,2019,July 2019
British Columbia,    High Wage,Blink Transportation Limited,"SURREY, BC V3S 2N9",7511-Transport truck drivers,,,3.0,2019,July 2019
British Columbia,    High Wage,Blue Pacific Drywall Limited,"Surrey, BC V3W 1R1","7284-Plasterers, drywall installers and finishers and lathers",,,8.0,2019,July 2019
British Columbia,    High Wage,Blue Pacific Drywall Limited,"Surrey, BC V3W 1R1",7611-Construction trades helpers and labourers,,,8.0,2019,July 2019
British Columbia,    High Wage,Braid St. Sign Shop Corp.,"NEW WESTMINISTER, BC V3L 3P3",5241-Graphic designers and illustrators,,,1.0,2019,July 2019
British Columbia,    High Wage,Bravo Stone Manufacturing Ltd.,"SURREY, BC V4N 4A3",7283-Tilesetters,,,1.0,2019,July 2019
British Columbia,    High Wage,Calm Tutuoring Inc.,"NORTH VANCOUVER, BC V7P 3G2","0014-Senior managers - health, education, social and community services and membership organizations",,,1.0,2019,July 2019
British Columbia,    High Wage,Canada CVC Services Ltd.,"SURREY, BC V4A 9E3",1221-Administrative officers,,,1.0,2019,July 2019
British Columbia,    High Wage,Canadalin Consulting Inc,"RICHMOND, BC V6X 0J8","1123-Professional occupations in advertising, marketing and public relations",,,1.0,2019,July 2019
British Columbia,    High Wage,Challenger Athletic Apparel Inc,"VANCOUVER, BC V6A 2J1","1123-Professional occupations in advertising, marketing and public relations",,,1.0,2019,July 2019
British Columbia,    High Wage,Challenger Athletic Apparel Inc,"VANCOUVER, BC V6A 2J1","9217-Supervisors, textile, fabric, fur and leather products processing and manufacturing",,,2.0,2019,July 2019
British Columbia,    High Wage,City Link Carriers Ltd,"SURREY, BC V3W 3E9",1241-Administrative assistants,,,1.0,2019,July 2019
British Columbia,    High Wage,Clean Pro Building Maintenance Ltd.,"KELOWNA, BC V1V 2M4",6315-Cleaning supervisors,,,3.0,2019,July 2019
British Columbia,    High Wage,ClearWay Management LTD,"VICTORIA, BC V8N 3K3","0013-Senior managers - financial, communications and other business services",,,1.0,2019,July 2019
British Columbia,    High Wage,Cloud Nine College Ltd.,"VANCOUVER, BC V6B 3K4",1221-Administrative officers,,,1.0,2019,July 2019
British Columbia,    High Wage,Coastal Plumbing and Heating Ltd.,"SQUAMISH, BC V8B 0C3",7251-Plumbers,,,1.0,2019,July 2019
British Columbia,    High Wage,Delta Country Farms (BC) Ltd.,"Delta, BC V4K 3N2",0621-Retail and wholesale trade managers,,,1.0,2019,July 2019
British Columbia,    High Wage,Dhesi Enterprises Ltd.,"Surrey, BC V4P 2H2",7511-Transport truck drivers,,,3.0,2019,July 2019
British Columbia,    High Wage,Doctor Anita Narang Optometric Corporation,"VICTORIA, BC V8V 3K3","0124-Advertising, marketing and public relations managers",,,1.0,2019,July 2019
British Columbia,    High Wage,Drs. Hussainy Nasab & Shivji Inc.,"NORTH VANCOUVER, BC V7T 2W4",3222-Dental hygienists and dental therapists,,,1.0,2019,July 2019
British Columbia,    High Wage,DVK INTERNATIONAL TRADING INC.,"Burnaby, BC V5A 3H4","0013-Senior managers - financial, communications and other business services",,,1.0,2019,July 2019
British Columbia,    High Wage,Enfield Transport  Ltd,"Aldergrove, BC V4W 2V1",7511-Transport truck drivers,,,4.0,2019,July 2019
British Columbia,    High Wage,Evilnut Creative Technology Ltd,"VANCOUVER, BC V6E 2Y3",2175-Web designers and developers,,,1.0,2019,July 2019
British Columbia,    High Wage,FigTree Ventures Inc.,"BURNABY, BC V5C 6P3",7283-Tilesetters,,,2.0,2019,July 2019
British Columbia,    High Wage,Gagan Drywall Ltd,"SURREY, BC V3V 1G5","7284-Plasterers, drywall installers and finishers and lathers",,,3.0,2019,July 2019
British Columbia,    High Wage,Galaxy Framing Ltd.,"SURREY, BC V3W 1G2",7611-Construction trades helpers and labourers,,,2.0,2019,July 2019
British Columbia,    High Wage,Genius Carpenters Ltd.,"SURREY, BC V3T  0K",7271-Carpenters,,,3.0,2019,July 2019
British Columbia,    High Wage,GLOBALSHARE INVESTMENT LTD.,"RICHMOND, BC V6X 3A5","0651-Managers in customer and personal services, n.e.c.",,,1.0,2019,July 2019
British Columbia,    High Wage,GMJ Trucking Ltd,"SURREY, BC V3W 7R4",7511-Transport truck drivers,,,3.0,2019,July 2019
British Columbia,    High Wage,GMT Logistics Ltd.,"ABBOTSFORD, BC V2T 2X5",1526-Transportation route and crew schedulers,,,1.0,2019,July 2019
British Columbia,    High Wage,Good Luck Siding and Roofing Ltd,"SURREY, BC V3W 8A1",7611-Construction trades helpers and labourers,,,2.0,2019,July 2019
British Columbia,    High Wage,GREAT MANN CONSTRUCTION LTD,"Delta, BC V4C 4E9","7204-Contractors and supervisors, carpentry trades",,,1.0,2019,July 2019
British Columbia,    High Wage,GS King Transport Ltd.,"RICHMOND, BC V6X 1H5",7511-Transport truck drivers,,,2.0,2019,July 2019
British Columbia,    High Wage,GURSEWAK S BHULLER,"Abbotsford, BC V2T 5M7",7271-Carpenters,,,3.0,2019,July 2019
British Columbia,    High Wage,H & L Aluminum Railing Ltd.,"Burnaby, BC V3N 4V1",7237-Welders and related machine operators,,,2.0,2019,July 2019
British Columbia,    High Wage,Heartland Transport Ltd.,"Aldergrove, BC V4W 0A6",0731-Managers in transportation,,,1.0,2019,July 2019
British Columbia,    High Wage,Hell's Gate Airtram Inc.,"Boston Bar, BC V0K 1C0",7318-Elevator constructors and mechanics,,,1.0,2019,July 2019
British Columbia,    High Wage,Highend Kitchen Concept Ltd,"SURREY, BC V3W 4G1",1241-Administrative assistants,,,1.0,2019,July 2019
British Columbia,    High Wage,HUMBLE ENTERTAINMENT LIMITED,"SURREY, BC V3W 1P8",5133-Musicians and singers,,,2.0,2019,July 2019
British Columbia,    High Wage,IEC Canada Holdings Corp.,"RICHMOND, BC V7A 5H5","0013-Senior managers - financial, communications and other business services",,,1.0,2019,July 2019
British Columbia,    High Wage,India Bistro Ltd,"Vancouver, BC V6E 1N2",0631-Restaurant and food service managers,,,1.0,2019,July 2019
British Columbia,    High Wage,INNOTECH MEDICAL INDUSTRIES CORP.,"North Vancouver, BC V7P 3H2",2174-Computer programmers and interactive media developers,,,2.0,2019,July 2019
British Columbia,    High Wage,J & H Express Inc,"SURREY, BC V3S 1Z8","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",,,1.0,2019,July 2019
British Columbia,    High Wage,J & J Framing Ltd.,"Abbotsford, BC V2T 5W3","7204-Contractors and supervisors, carpentry trades",,,2.0,2019,July 2019
British Columbia,    High Wage,Kids Zone Child Care Centre #2 Ltd,"SURREY, BC V3V 4S2",1311-Accounting technicians and bookkeepers,,,1.0,2019,July 2019
British Columbia,    High Wage,Laser Cutter Cafe Incorporated,"Vancouver, BC V6A 1M3",9417-Machining tool operators,,,1.0,2019,July 2019
British Columbia,    High Wage,Lucky Tiles Ltd.,"SURREY, BC V3R 1Z9",7283-Tilesetters,,,3.0,2019,July 2019
British Columbia,    High Wage,Mainland Demo Contracting Ltd,"Surrey, BC V3W 0E6",7511-Transport truck drivers,,,3.0,2019,July 2019
British Columbia,    High Wage,Malwa Enterprises Ltd.,"VANCOUVER, BC V6J 1C6",3114-Veterinarians,,,1.0,2019,July 2019
British Columbia,    High Wage,Malwa Enterprises Ltd.,"VANCOUVER, BC V6J 1C6",6315-Cleaning supervisors,,,1.0,2019,July 2019
British Columbia,    High Wage,Maple Leaf Disposal Ltd.,"LANGLEY, BC V3A 5E7",7312-Heavy-duty equipment mechanics,,,1.0,2019,July 2019
British Columbia,    High Wage,Maple World Academy Institute Ltd.,"Vancouver, BC V6C 2T8","0014-Senior managers - health, education, social and community services and membership organizations",,,1.0,2019,July 2019
British Columbia,    High Wage,MAXEME AUTOMOTIVE SERVICE LTD.,"RICHMOND, BC V6X 2P9","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",,,1.0,2019,July 2019
British Columbia,    High Wage,MEM Services Ltd.,"Richmond, BC V6V 0A8","7384-Other trades and related occupations, n.e.c.",,,2.0,2019,July 2019
British Columbia,    High Wage,Miles's End Motors Ltd.,"VANCOUVER, BC V6J 1K7",0621-Retail and wholesale trade managers,,,1.0,2019,July 2019
British Columbia,    High Wage,Minerva Intelligence Inc,"Vancouver, BC V6C 1E1","0013-Senior managers - financial, communications and other business services",,,1.0,2019,July 2019
British Columbia,    High Wage,Modern Fabrication Ltd.,"Surrey, BC V3W 0N6",7236-Ironworkers,,,1.0,2019,July 2019
British Columbia,    High Wage,Mountainview Health and Wellness Surrey Ltd.,"ANMORE, BC V3H  5G","4165-Health policy researchers, consultants and program officers",,,1.0,2019,July 2019
British Columbia,    High Wage,MS MOTORSPORTS LTD.,"Surrey, BC V3W 0R1","7301-Contractors and supervisors, mechanic trades",,,1.0,2019,July 2019
British Columbia,    High Wage,Nationwide Natural Foods (2000) Inc.,"Delta, BC V4G 1H8",1241-Administrative assistants,,,1.0,2019,July 2019
British Columbia,    High Wage,Nationwide Natural Foods (2000) Inc.,"Delta, BC V4G 1H8",1311-Accounting technicians and bookkeepers,,,1.0,2019,July 2019
British Columbia,    High Wage,Nava Art Centre Inc.,"NORTH VANCOUVER, BC V7P 1M7",5133-Musicians and singers,,,1.0,2019,July 2019
British Columbia,    High Wage,New Frontier Landscaping & Gardening Ltd.,"RICHMOND, BC V7A 1R8",2225-Landscape and horticulture technicians and specialists,,,1.0,2019,July 2019
British Columbia,    High Wage,New Mode Framing Ltd.,"Surrey, BC V3V 5X9",7271-Carpenters,,,1.0,2019,July 2019
British Columbia,    High Wage,New Superior Home Inspection Services Ltd.,"Surrey, BC V3W 1R1",7271-Carpenters,,,2.0,2019,July 2019
British Columbia,    High Wage,New West Bread Ltd,"LANGLEY, BC V3A 7T1",0621-Retail and wholesale trade managers,,,1.0,2019,July 2019
British Columbia,    High Wage,O & S Engineering International Inc.,"Burnaby, BC V5G 3K4",2253-Drafting technologists and technicians,,,1.0,2019,July 2019
British Columbia,    High Wage,Okanagan Office Systems Limited Partnership,"KELOWNA, BC V1Y 6Z8",6221-Technical sales specialists - wholesale trade,,,1.0,2019,July 2019
British Columbia,    High Wage,Pawar Investments Ltd.,"RICHMOND, BC V7A 2Z5","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",,,2.0,2019,July 2019
British Columbia,    High Wage,PBA Homes Construction Ltd,"SURREY, BC V3V 2A6",1241-Administrative assistants,,,1.0,2019,July 2019
British Columbia,    High Wage,PH Contractors Ltd,"Abbotsford, BC V4X 1Y6",7521-Heavy equipment operators (except crane),,,2.0,2019,July 2019
British Columbia,    High Wage,Plam Finishing Ltd.,"NEW WESTMINSTER, BC V3M 3E6",7271-Carpenters,,,1.0,2019,July 2019
British Columbia,    High Wage,Point Grey Private Hospital,"Coquitlam, BC V3J 5G9",3233-Licensed practical nurses,,,1.0,2019,July 2019
British Columbia,    High Wage,Profab Steel (1998) Ltd.,"SURREY, BC V3Z 5T1",7235-Structural metal and platework fabricators and fitters,,,4.0,2019,July 2019
British Columbia,    High Wage,Project Roofing Ltd.,"SURREY, BC V3V 1B1",1221-Administrative officers,,,1.0,2019,July 2019
British Columbia,    High Wage,Raistar Enterprises Inc,"LANGLEY, BC V3A 3Y5",0631-Restaurant and food service managers,,,1.0,2019,July 2019
British Columbia,    High Wage,Raja Trailer & Equipment Sales Ltd.,"Delta, BC V4G 1B5",6221-Technical sales specialists - wholesale trade,,,1.0,2019,July 2019
British Columbia,    High Wage,Ramida Enterprises Ltd.,"SOOKE, BC V9Z 1A8",1311-Accounting technicians and bookkeepers,,,1.0,2019,July 2019
British Columbia,    High Wage,Rayavan Printing Inc.,"VANCOUVER, BC V5M 2A4","1123-Professional occupations in advertising, marketing and public relations",,,1.0,2019,July 2019
British Columbia,    High Wage,Retreat Guru Enterprises Inc,"NELSON, BC V1L 4E3",0111-Financial managers,,,1.0,2019,July 2019
British Columbia,    High Wage,RM200 Holding Ltd,"Barriere, BC V0E 1E0",0621-Retail and wholesale trade managers,,,1.0,2019,July 2019
British Columbia,    High Wage,RogerCC Enterprises Ltd.,"RICHMOND, BC V6X 2A4",0631-Restaurant and food service managers,,,1.0,2019,July 2019
British Columbia,    High Wage,Rose Land Trans Ltd,"ABBOTSFORD, BC V2S 7K1",7511-Transport truck drivers,,,2.0,2019,July 2019
British Columbia,    High Wage,Royal Emerald Motors Ltd,"SURREY, BC V3X 3J4","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",,,1.0,2019,July 2019
British Columbia,    High Wage,Rubicon Organics Inc.,"VANCOUVER, BC V6C 1A5","0016-Senior managers - construction, transportation, production and utilities",,,1.0,2019,July 2019
British Columbia,    High Wage,S.H.D. Siding & Soffits Ltd.,"SURREY, BC V3W 9X7",7271-Carpenters,,,2.0,2019,July 2019
British Columbia,    High Wage,Satguru Foods Ltd.,"SURREY, BC V3W  1S",1311-Accounting technicians and bookkeepers,,,1.0,2019,July 2019
British Columbia,    High Wage,Sean's Cleaning 4 U Ltd,"VANCOUVER, BC V6G 2P5",6315-Cleaning supervisors,,,1.0,2019,July 2019
British Columbia,    High Wage,Shala Painting and Restoration Ltd,"SURREY, BC V3R 3H1",7294-Painters and decorators (except interior decorators),,,2.0,2019,July 2019
British Columbia,    High Wage,Shield Security Services Inc.,"SURREY, BC V3W 1A4",4163-Business development officers and marketing researchers and consultants,,,1.0,2019,July 2019
British Columbia,    High Wage,Shin Pangaea Enterprises Inc. o/a Kawakubo,"Vernon, BC V1T 2C9",0631-Restaurant and food service managers,,,1.0,2019,July 2019
British Columbia,    High Wage,Shorncliffe Construction Ltd,"Victoria, BC V8P 2T4",7271-Carpenters,,,3.0,2019,July 2019
British Columbia,    High Wage,Shri Radhe Inc. o/a Subway and Sandwiches,"Rossland, BC V0G 1Y0",0631-Restaurant and food service managers,,,1.0,2019,July 2019
British Columbia,    High Wage,Simish Inc. o/a Kurves Brow Bar,"Victoria, BC V8T 2C5",6314-Customer and information services supervisors,,,1.0,2019,July 2019
British Columbia,    High Wage,Spider Holding Ltd.,"Vancouver, BC V6A 1R6",6315-Cleaning supervisors,,,1.0,2019,July 2019
British Columbia,    High Wage,Sri Sai Nupur Treats Inc.,"NORTH VANCOUVER, BC V7J 2K7",0631-Restaurant and food service managers,,,1.0,2019,July 2019
British Columbia,    High Wage,Sri Sai Nupur Treats Inc.,"NORTH VANCOUVER, BC V7J 2K7",6321-Chefs,,,1.0,2019,July 2019
