,Province/Territory,Program Stream,Employer,Address,Occupation,Incorporate Status,Requested LMIAs,Requested Positions,Year,Date,Month,ZipCode,NOC 2016 V1.3 Code,NOC 2016 V1.3 Title,NOC 2021 V1.0 Code,NOC 2021 V1.0 Title,Teer
9949,,,Gold Hill Winery Ltd.,"Oliver, BC V0H 1T1",8431-General farm workers,,,8.0,2019,April 2019,April,V0H 1T1,8431,General farm workers,84120,Specialized livestock workers and farm machinery operators,4
9950,,,Gold Hill Winery Ltd.,"Oliver, BC V0H 1T1",8431-General farm workers,,,8.0,2019,April 2019,April,V0H 1T1,8431,General farm workers,85100,Livestock labourers,5
9951,,,Gold Hill Winery Ltd.,"Oliver, BC V0H 1T1",8431-General farm workers,,,8.0,2019,April 2019,April,V0H 1T1,8431,General farm workers,85101,Harvesting labourers,5
9952,,,Great Harvest Farm Ltd,"VANCOUVER, BC V5M 2Y9",8431-General farm workers,,,3.0,2019,April 2019,April,V5M 2Y9,8431,General farm workers,84120,Specialized livestock workers and farm machinery operators,4
9953,,,Great Harvest Farm Ltd,"VANCOUVER, BC V5M 2Y9",8431-General farm workers,,,3.0,2019,April 2019,April,V5M 2Y9,8431,General farm workers,85100,Livestock labourers,5
9954,,,Great Harvest Farm Ltd,"VANCOUVER, BC V5M 2Y9",8431-General farm workers,,,3.0,2019,April 2019,April,V5M 2Y9,8431,General farm workers,85101,Harvesting labourers,5
9955,,,GSB FARMS LTD,"ABBOTSFORD, BC V2T 1S9","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",,,1.0,2019,April 2019,April,V2T 1S9,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",72600,"Air pilots, flight engineers and flying instructors",2
9956,,,GSB FARMS LTD,"ABBOTSFORD, BC V2T 1S9","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",,,1.0,2019,April 2019,April,V2T 1S9,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",82030,Agricultural service contractors and farm supervisors,2
9957,,,GSB FARMS LTD,"ABBOTSFORD, BC V2T 1S9","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",,,1.0,2019,April 2019,April,V2T 1S9,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",84120,Specialized livestock workers and farm machinery operators,4
9958,,,GSB FARMS LTD,"ABBOTSFORD, BC V2T 1S9","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",,,1.0,2019,April 2019,April,V2T 1S9,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",85100,Livestock labourers,5
9959,,,Hothi Farms Inc,"Delta, BC V4K 2N8","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",,,10.0,2019,April 2019,April,V4K 2N8,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",72600,"Air pilots, flight engineers and flying instructors",2
9960,,,Hothi Farms Inc,"Delta, BC V4K 2N8","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",,,10.0,2019,April 2019,April,V4K 2N8,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",82030,Agricultural service contractors and farm supervisors,2
9961,,,Hothi Farms Inc,"Delta, BC V4K 2N8","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",,,10.0,2019,April 2019,April,V4K 2N8,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",84120,Specialized livestock workers and farm machinery operators,4
9962,,,Hothi Farms Inc,"Delta, BC V4K 2N8","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",,,10.0,2019,April 2019,April,V4K 2N8,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",85100,Livestock labourers,5
9963,,,KA Labour Contractors Ltd.,"SURREY, BC V3X 3H6","8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",,,1.0,2019,April 2019,April,V3X 3H6,8255,"Contractors and supervisors, landscaping, grounds maintenance and horticulture services",82031,"Contractors and supervisors, landscaping, grounds maintenance and horticulture services",2
9964,,,KBF Enterprises Inc,"ABBOTSFORD, BC V3G 2R6","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",,,2.0,2019,April 2019,April,V3G 2R6,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",72600,"Air pilots, flight engineers and flying instructors",2
9965,,,KBF Enterprises Inc,"ABBOTSFORD, BC V3G 2R6","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",,,2.0,2019,April 2019,April,V3G 2R6,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",82030,Agricultural service contractors and farm supervisors,2
9966,,,KBF Enterprises Inc,"ABBOTSFORD, BC V3G 2R6","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",,,2.0,2019,April 2019,April,V3G 2R6,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",84120,Specialized livestock workers and farm machinery operators,4
9967,,,KBF Enterprises Inc,"ABBOTSFORD, BC V3G 2R6","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",,,2.0,2019,April 2019,April,V3G 2R6,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",85100,Livestock labourers,5
9968,,,,,8431-General farm workers,,,25.0,2019,April 2019,April,,8431,General farm workers,84120,Specialized livestock workers and farm machinery operators,4
9969,,,,,8431-General farm workers,,,25.0,2019,April 2019,April,,8431,General farm workers,85100,Livestock labourers,5
9970,,,,,8431-General farm workers,,,25.0,2019,April 2019,April,,8431,General farm workers,85101,Harvesting labourers,5
9971,,,Khazan Labour Contractor Ltd.,"Abbotsford, BC V2T 5J5","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",,,3.0,2019,April 2019,April,V2T 5J5,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",72600,"Air pilots, flight engineers and flying instructors",2
9972,,,Khazan Labour Contractor Ltd.,"Abbotsford, BC V2T 5J5","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",,,3.0,2019,April 2019,April,V2T 5J5,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",82030,Agricultural service contractors and farm supervisors,2
9973,,,Khazan Labour Contractor Ltd.,"Abbotsford, BC V2T 5J5","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",,,3.0,2019,April 2019,April,V2T 5J5,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",84120,Specialized livestock workers and farm machinery operators,4
9974,,,Khazan Labour Contractor Ltd.,"Abbotsford, BC V2T 5J5","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",,,3.0,2019,April 2019,April,V2T 5J5,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",85100,Livestock labourers,5
9975,,,Khun Khun Farm Ltd.,"VERNON, BC V1H 1W9","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",,,1.0,2019,April 2019,April,V1H 1W9,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",72600,"Air pilots, flight engineers and flying instructors",2
9976,,,Khun Khun Farm Ltd.,"VERNON, BC V1H 1W9","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",,,1.0,2019,April 2019,April,V1H 1W9,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",82030,Agricultural service contractors and farm supervisors,2
9977,,,Khun Khun Farm Ltd.,"VERNON, BC V1H 1W9","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",,,1.0,2019,April 2019,April,V1H 1W9,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",84120,Specialized livestock workers and farm machinery operators,4
9978,,,Khun Khun Farm Ltd.,"VERNON, BC V1H 1W9","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",,,1.0,2019,April 2019,April,V1H 1W9,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",85100,Livestock labourers,5
9979,,,,,8431-General farm workers,,,4.0,2019,April 2019,April,,8431,General farm workers,84120,Specialized livestock workers and farm machinery operators,4
9980,,,,,8431-General farm workers,,,4.0,2019,April 2019,April,,8431,General farm workers,85100,Livestock labourers,5
9981,,,,,8431-General farm workers,,,4.0,2019,April 2019,April,,8431,General farm workers,85101,Harvesting labourers,5
9982,,,KSG Farms Services Ltd.,"ABBOTSFORD, BC V4X 1S1",8431-General farm workers,,,60.0,2019,April 2019,April,V4X 1S1,8431,General farm workers,84120,Specialized livestock workers and farm machinery operators,4
9983,,,KSG Farms Services Ltd.,"ABBOTSFORD, BC V4X 1S1",8431-General farm workers,,,60.0,2019,April 2019,April,V4X 1S1,8431,General farm workers,85100,Livestock labourers,5
9984,,,KSG Farms Services Ltd.,"ABBOTSFORD, BC V4X 1S1",8431-General farm workers,,,60.0,2019,April 2019,April,V4X 1S1,8431,General farm workers,85101,Harvesting labourers,5
9985,,,Mahapreet Blueberry Farm Ltd.,"SURREY, BC V3X 3M8","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",,,2.0,2019,April 2019,April,V3X 3M8,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",72600,"Air pilots, flight engineers and flying instructors",2
9986,,,Mahapreet Blueberry Farm Ltd.,"SURREY, BC V3X 3M8","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",,,2.0,2019,April 2019,April,V3X 3M8,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",82030,Agricultural service contractors and farm supervisors,2
9987,,,Mahapreet Blueberry Farm Ltd.,"SURREY, BC V3X 3M8","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",,,2.0,2019,April 2019,April,V3X 3M8,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",84120,Specialized livestock workers and farm machinery operators,4
9988,,,Mahapreet Blueberry Farm Ltd.,"SURREY, BC V3X 3M8","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",,,2.0,2019,April 2019,April,V3X 3M8,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",85100,Livestock labourers,5
9989,,,,,8431-General farm workers,,,21.0,2019,April 2019,April,,8431,General farm workers,84120,Specialized livestock workers and farm machinery operators,4
9990,,,,,8431-General farm workers,,,21.0,2019,April 2019,April,,8431,General farm workers,85100,Livestock labourers,5
9991,,,,,8431-General farm workers,,,21.0,2019,April 2019,April,,8431,General farm workers,85101,Harvesting labourers,5
9992,,,Mountain View Vineyards Inc.,"Osoyoos, BC V0H 1V4",8431-General farm workers,,,1.0,2019,April 2019,April,V0H 1V4,8431,General farm workers,84120,Specialized livestock workers and farm machinery operators,4
9993,,,Mountain View Vineyards Inc.,"Osoyoos, BC V0H 1V4",8431-General farm workers,,,1.0,2019,April 2019,April,V0H 1V4,8431,General farm workers,85100,Livestock labourers,5
9994,,,Mountain View Vineyards Inc.,"Osoyoos, BC V0H 1V4",8431-General farm workers,,,1.0,2019,April 2019,April,V0H 1V4,8431,General farm workers,85101,Harvesting labourers,5
9995,,,Nirvair&Litt Farm Ltd,"CHILLIWACK, BC V2R 0M7","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",,,2.0,2019,April 2019,April,V2R 0M7,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",72600,"Air pilots, flight engineers and flying instructors",2
9996,,,Nirvair&Litt Farm Ltd,"CHILLIWACK, BC V2R 0M7","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",,,2.0,2019,April 2019,April,V2R 0M7,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",82030,Agricultural service contractors and farm supervisors,2
9997,,,Nirvair&Litt Farm Ltd,"CHILLIWACK, BC V2R 0M7","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",,,2.0,2019,April 2019,April,V2R 0M7,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",84120,Specialized livestock workers and farm machinery operators,4
9998,,,Nirvair&Litt Farm Ltd,"CHILLIWACK, BC V2R 0M7","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",,,2.0,2019,April 2019,April,V2R 0M7,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",85100,Livestock labourers,5
9999,,,,,8431-General farm workers,,,30.0,2019,April 2019,April,,8431,General farm workers,84120,Specialized livestock workers and farm machinery operators,4
10000,,,,,8431-General farm workers,,,30.0,2019,April 2019,April,,8431,General farm workers,85100,Livestock labourers,5
10001,,,,,8431-General farm workers,,,30.0,2019,April 2019,April,,8431,General farm workers,85101,Harvesting labourers,5
10002,,,Peace Arch Farms Ltd.,"SURREY, BC V3Z 9M6","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",,,4.0,2019,April 2019,April,V3Z 9M6,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",72600,"Air pilots, flight engineers and flying instructors",2
10003,,,Peace Arch Farms Ltd.,"SURREY, BC V3Z 9M6","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",,,4.0,2019,April 2019,April,V3Z 9M6,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",82030,Agricultural service contractors and farm supervisors,2
10004,,,Peace Arch Farms Ltd.,"SURREY, BC V3Z 9M6","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",,,4.0,2019,April 2019,April,V3Z 9M6,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",84120,Specialized livestock workers and farm machinery operators,4
10005,,,Peace Arch Farms Ltd.,"SURREY, BC V3Z 9M6","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",,,4.0,2019,April 2019,April,V3Z 9M6,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",85100,Livestock labourers,5
10006,,,Richberry Farms Ltd,"Richmond, BC V6V 3A2",8431-General farm workers,,,1.0,2019,April 2019,April,V6V 3A2,8431,General farm workers,84120,Specialized livestock workers and farm machinery operators,4
10007,,,Richberry Farms Ltd,"Richmond, BC V6V 3A2",8431-General farm workers,,,1.0,2019,April 2019,April,V6V 3A2,8431,General farm workers,85100,Livestock labourers,5
10008,,,Richberry Farms Ltd,"Richmond, BC V6V 3A2",8431-General farm workers,,,1.0,2019,April 2019,April,V6V 3A2,8431,General farm workers,85101,Harvesting labourers,5
10009,,,S S Lally Landscaping Ltd.,"ABBOTSFORD, BC V2T 5B5",8431-General farm workers,,,7.0,2019,April 2019,April,V2T 5B5,8431,General farm workers,84120,Specialized livestock workers and farm machinery operators,4
10010,,,S S Lally Landscaping Ltd.,"ABBOTSFORD, BC V2T 5B5",8431-General farm workers,,,7.0,2019,April 2019,April,V2T 5B5,8431,General farm workers,85100,Livestock labourers,5
10011,,,S S Lally Landscaping Ltd.,"ABBOTSFORD, BC V2T 5B5",8431-General farm workers,,,7.0,2019,April 2019,April,V2T 5B5,8431,General farm workers,85101,Harvesting labourers,5
10012,,,Sandhu Greenhouses & Nursery Ltd,"Osoyoos, BC V0H 1V0","8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",,,2.0,2019,April 2019,April,V0H 1V0,8255,"Contractors and supervisors, landscaping, grounds maintenance and horticulture services",82031,"Contractors and supervisors, landscaping, grounds maintenance and horticulture services",2
10013,,,Sapphire Farm,"Abbotsford, BC V2T 6Z5","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",,,1.0,2019,April 2019,April,V2T 6Z5,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",72600,"Air pilots, flight engineers and flying instructors",2
10014,,,Sapphire Farm,"Abbotsford, BC V2T 6Z5","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",,,1.0,2019,April 2019,April,V2T 6Z5,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",82030,Agricultural service contractors and farm supervisors,2
10015,,,Sapphire Farm,"Abbotsford, BC V2T 6Z5","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",,,1.0,2019,April 2019,April,V2T 6Z5,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",84120,Specialized livestock workers and farm machinery operators,4
10016,,,Sapphire Farm,"Abbotsford, BC V2T 6Z5","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",,,1.0,2019,April 2019,April,V2T 6Z5,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",85100,Livestock labourers,5
10017,,,,,8431-General farm workers,,,9.0,2019,April 2019,April,,8431,General farm workers,84120,Specialized livestock workers and farm machinery operators,4
10018,,,,,8431-General farm workers,,,9.0,2019,April 2019,April,,8431,General farm workers,85100,Livestock labourers,5
10019,,,,,8431-General farm workers,,,9.0,2019,April 2019,April,,8431,General farm workers,85101,Harvesting labourers,5
10020,,,Springbank Holsteins Ltd.,"CHILLIWACK, BC V4Z 0B3",8431-General farm workers,,,2.0,2019,April 2019,April,V4Z 0B3,8431,General farm workers,84120,Specialized livestock workers and farm machinery operators,4
10021,,,Springbank Holsteins Ltd.,"CHILLIWACK, BC V4Z 0B3",8431-General farm workers,,,2.0,2019,April 2019,April,V4Z 0B3,8431,General farm workers,85100,Livestock labourers,5
10022,,,Springbank Holsteins Ltd.,"CHILLIWACK, BC V4Z 0B3",8431-General farm workers,,,2.0,2019,April 2019,April,V4Z 0B3,8431,General farm workers,85101,Harvesting labourers,5
10023,,,Star Labour Supply Ltd.,"Vancouver, BC V5X 1Y1","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",,,10.0,2019,April 2019,April,V5X 1Y1,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",72600,"Air pilots, flight engineers and flying instructors",2
10024,,,Star Labour Supply Ltd.,"Vancouver, BC V5X 1Y1","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",,,10.0,2019,April 2019,April,V5X 1Y1,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",82030,Agricultural service contractors and farm supervisors,2
10025,,,Star Labour Supply Ltd.,"Vancouver, BC V5X 1Y1","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",,,10.0,2019,April 2019,April,V5X 1Y1,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",84120,Specialized livestock workers and farm machinery operators,4
10026,,,Star Labour Supply Ltd.,"Vancouver, BC V5X 1Y1","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",,,10.0,2019,April 2019,April,V5X 1Y1,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",85100,Livestock labourers,5
10027,,,,,8431-General farm workers,,,50.0,2019,April 2019,April,,8431,General farm workers,84120,Specialized livestock workers and farm machinery operators,4
10028,,,,,8431-General farm workers,,,50.0,2019,April 2019,April,,8431,General farm workers,85100,Livestock labourers,5
10029,,,,,8431-General farm workers,,,50.0,2019,April 2019,April,,8431,General farm workers,85101,Harvesting labourers,5
10030,,,Valley Agro Ltd,"Surrey, BC V3W 3N5","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",,,10.0,2019,April 2019,April,V3W 3N5,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",72600,"Air pilots, flight engineers and flying instructors",2
10031,,,Valley Agro Ltd,"Surrey, BC V3W 3N5","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",,,10.0,2019,April 2019,April,V3W 3N5,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",82030,Agricultural service contractors and farm supervisors,2
10032,,,Valley Agro Ltd,"Surrey, BC V3W 3N5","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",,,10.0,2019,April 2019,April,V3W 3N5,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",84120,Specialized livestock workers and farm machinery operators,4
10033,,,Valley Agro Ltd,"Surrey, BC V3W 3N5","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",,,10.0,2019,April 2019,April,V3W 3N5,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",85100,Livestock labourers,5
10034,Yukon,   Low Wage,New Nugget Restaurant Ltd,"Watson Lake, YT Y0A 1C0",6513-Food and beverage servers,,,2.0,2019,April 2019,April,Y0A 1C0,6513,Food and beverage servers,65200,Food and beverage servers,5
10035,Northwest Territories,   Low Wage,Dinku Tadesse Eline Baye ET EL,"YELLOWKNIFE, NT X1A 3R8",6322-Cooks,,,1.0,2019,April 2019,April,X1A 3R8,6322,Cooks,63200,Cooks,3
10036,,,Hay River Dental Group Inc.,"Hay River, NT X0E 1G2",3411-Dental assistants,,,1.0,2019,April 2019,April,X0E 1G2,3411,Dental assistants,33100,Dental assistants and dental laboratory assistants,3
10037,,,Paul Bros Nextreme Inc,"Yellowknife, NT X1A 0G4",9612-Labourers in metal fabrication,,,1.0,2019,April 2019,April,X1A 0G4,9612,Labourers in metal fabrication,95101,Labourers in metal fabrication,5
10038,Employers carrying on business in Canada with Head Office outside of Canada,    High Wage,AM Live LLC,"Los Angeles, 90038","5131-Producers, directors, choreographers and related occupations",,,1.0,2019,April 2019,April,", 90038",5131,"Producers, directors, choreographers and related occupations",51120,"Producers, directors, choreographers and related occupations",1
10039,,,Biscuit Filmworks,"Los Angeles, 90038","5131-Producers, directors, choreographers and related occupations",,,3.0,2019,April 2019,April,", 90038",5131,"Producers, directors, choreographers and related occupations",51120,"Producers, directors, choreographers and related occupations",1
10040,,,BOB Industries LLC o/a BOB Industries,"Santa Monica, 90401","5131-Producers, directors, choreographers and related occupations",,,1.0,2019,April 2019,April,", 90401",5131,"Producers, directors, choreographers and related occupations",51120,"Producers, directors, choreographers and related occupations",1
10041,,,Caviar,"Los Angeles, 90028","5131-Producers, directors, choreographers and related occupations",,,1.0,2019,April 2019,April,", 90028",5131,"Producers, directors, choreographers and related occupations",51120,"Producers, directors, choreographers and related occupations",1
10042,,,Eskimo LLC,"Los Angeles, 90012","5131-Producers, directors, choreographers and related occupations",,,1.0,2019,April 2019,April,", 90012",5131,"Producers, directors, choreographers and related occupations",51120,"Producers, directors, choreographers and related occupations",1
10043,,,"Furlined, Inc","Santa Monica, 90404","5131-Producers, directors, choreographers and related occupations",,,1.0,2019,April 2019,April,", 90404",5131,"Producers, directors, choreographers and related occupations",51120,"Producers, directors, choreographers and related occupations",1
10044,,,Harvest Films Inc.,"Santa Monica, 90404","5131-Producers, directors, choreographers and related occupations",,,1.0,2019,April 2019,April,", 90404",5131,"Producers, directors, choreographers and related occupations",51120,"Producers, directors, choreographers and related occupations",1
10045,,,Iconoclast Content Inc,"Culver City, 90232","5131-Producers, directors, choreographers and related occupations",,,1.0,2019,April 2019,April,", 90232",5131,"Producers, directors, choreographers and related occupations",51120,"Producers, directors, choreographers and related occupations",1
10046,,,Interrogate Films,"Los Angeles, 90045","5131-Producers, directors, choreographers and related occupations",,,1.0,2019,April 2019,April,", 90045",5131,"Producers, directors, choreographers and related occupations",51120,"Producers, directors, choreographers and related occupations",1
10047,,,Jojax LLC,"VENICE, 90219","5131-Producers, directors, choreographers and related occupations",,,1.0,2019,April 2019,April,", 90219",5131,"Producers, directors, choreographers and related occupations",51120,"Producers, directors, choreographers and related occupations",1
10048,,,Little Minx,"Santa Monica, 90404","5131-Producers, directors, choreographers and related occupations",,,1.0,2019,April 2019,April,", 90404",5131,"Producers, directors, choreographers and related occupations",51120,"Producers, directors, choreographers and related occupations",1
10049,,,Minted Content,"Santa Monica, 90405","5131-Producers, directors, choreographers and related occupations",,,1.0,2019,April 2019,April,", 90405",5131,"Producers, directors, choreographers and related occupations",51120,"Producers, directors, choreographers and related occupations",1
10050,,,"Morton Jankel Zander, Inc","Los Angeles, 90064","5131-Producers, directors, choreographers and related occupations",,,1.0,2019,April 2019,April,", 90064",5131,"Producers, directors, choreographers and related occupations",51120,"Producers, directors, choreographers and related occupations",1
10051,,,"Moxie Pictures, Inc.","LOS ANGELES, 90016","5131-Producers, directors, choreographers and related occupations",,,1.0,2019,April 2019,April,", 90016",5131,"Producers, directors, choreographers and related occupations",51120,"Producers, directors, choreographers and related occupations",1
10052,,,"Park Pictures, LLC","New York, 10010","5131-Producers, directors, choreographers and related occupations",,,3.0,2019,April 2019,April,", 10010",5131,"Producers, directors, choreographers and related occupations",51120,"Producers, directors, choreographers and related occupations",1
10053,,,R.C. Roll Grinding Inc.,"BRADENTON, 34280",2243-Industrial instrument technicians and mechanics,,,1.0,2019,April 2019,April,", 34280",2243,Industrial instrument technicians and mechanics,22312,Industrial instrument technicians and mechanics,2
10054,,,Radical Media LLC,"Santa Monica, 90404","5131-Producers, directors, choreographers and related occupations",,,1.0,2019,April 2019,April,", 90404",5131,"Producers, directors, choreographers and related occupations",51120,"Producers, directors, choreographers and related occupations",1
10055,,,Rapp Bomek AS,"BODO, N8012",2232-Mechanical engineering technologists and technicians,,,1.0,2019,April 2019,April,", N8012",2232,Mechanical engineering technologists and technicians,22301,Mechanical engineering technologists and technicians,2
10056,,,Raucous Content Inc,"Hollywood, 90028","5131-Producers, directors, choreographers and related occupations",,,1.0,2019,April 2019,April,", 90028",5131,"Producers, directors, choreographers and related occupations",51120,"Producers, directors, choreographers and related occupations",1
10057,,,"Reset Content, LLC dba Reset","Santa Monica, 90404","5131-Producers, directors, choreographers and related occupations",,,1.0,2019,April 2019,April,", 90404",5131,"Producers, directors, choreographers and related occupations",51120,"Producers, directors, choreographers and related occupations",1
10058,,,"Something Ideal, Inc / M SS NG P ECES","BROOKLYN, 11222","5131-Producers, directors, choreographers and related occupations",,,2.0,2019,April 2019,April,", 11222",5131,"Producers, directors, choreographers and related occupations",51120,"Producers, directors, choreographers and related occupations",1
10059,,,Stink Films,"Culver City, 90232","5131-Producers, directors, choreographers and related occupations",,,1.0,2019,April 2019,April,", 90232",5131,"Producers, directors, choreographers and related occupations",51120,"Producers, directors, choreographers and related occupations",1
10060,,,Texas Story Inc.,"CHICAGO, 60607","5131-Producers, directors, choreographers and related occupations",,,1.0,2019,April 2019,April,", 60607",5131,"Producers, directors, choreographers and related occupations",51120,"Producers, directors, choreographers and related occupations",1
10061,,,The Sweet Shop,"Hollywood, 90028","5131-Producers, directors, choreographers and related occupations",,,1.0,2019,April 2019,April,", 90028",5131,"Producers, directors, choreographers and related occupations",51120,"Producers, directors, choreographers and related occupations",1
10062,,,"The Workhouse Worldwide, LLC","Culver City, 90232","5131-Producers, directors, choreographers and related occupations",,,1.0,2019,April 2019,April,", 90232",5131,"Producers, directors, choreographers and related occupations",51120,"Producers, directors, choreographers and related occupations",1
10063,,,Tool of North America LLC,"Santa Monica, 90404","5131-Producers, directors, choreographers and related occupations",,,1.0,2019,April 2019,April,", 90404",5131,"Producers, directors, choreographers and related occupations",51120,"Producers, directors, choreographers and related occupations",1
10064,,   Low Wage,New World Friction Corp.,"RICHMOND, 23222","9619-Other labourers in processing, manufacturing and utilities",,,10.0,2019,April 2019,April,", 23222",9619,"Other labourers in processing, manufacturing and utilities",95109,"Other labourers in processing, manufacturing and utilities",5
10065,,,Packer Expeditions Ltd.,"Skagway, 99840",6532-Outdoor sport and recreational guides,,,4.0,2019,April 2019,April,", 99840",6532,Outdoor sport and recreational guides,64322,Outdoor sport and recreational guides,4
10066,Notes:,,,,,,,,2019,April 2019,April,,,,,,
10067,Prince Edward Island,    High Wage,Great Enlightenment Buddhist Institute Society,"Little Sands, PE C0A 1W0",7271-Carpenters,,,8.0,2019,January 2019,January,C0A 1W0,7271,Carpenters,72310,Carpenters,2
10068,,,,,7291-Roofers and shinglers,,,6.0,2019,January 2019,January,,7291,Roofers and shinglers,73110,Roofers and shinglers,3
10069,,   Low Wage,Perry's Construction Ltd,"Tingish, PE C0B 2B0",7611-Construction trades helpers and labourers,,,8.0,2019,January 2019,January,C0B 2B0,7611,Construction trades helpers and labourers,75110,Construction trades helpers and labourers,5
10070,,,Red Mountain Food Inc.,"CHARLOTTETOWN, PE C1A 4H7",6321-Chefs,,,2.0,2019,January 2019,January,C1A 4H7,6321,Chefs,62200,Chefs,2
10071,,  Primary Agriculture,Matos Winery and Distillery,"St. Catherines, PE C0A 1H1",8431-General farm workers,,,1.0,2019,January 2019,January,C0A 1H1,8431,General farm workers,84120,Specialized livestock workers and farm machinery operators,4
10072,,  Primary Agriculture,Matos Winery and Distillery,"St. Catherines, PE C0A 1H1",8431-General farm workers,,,1.0,2019,January 2019,January,C0A 1H1,8431,General farm workers,85100,Livestock labourers,5
